iter	Passed	Remaining
208	1432	5421
209	1436	5403
210	1440	5386
211	1445	5373
212	1449	5355
213	1453	5338
214	1457	5321
215	1462	5307
216	1466	5291
217	1470	5275
218	1474	5258
219	1479	5244
220	1483	5227
221	1487	5211
222	1491	5195
223	1495	5180
224	1499	5164
225	1503	5148
226	1507	5134
227	1511	5119
228	1515	5103
229	1519	5087
230	1524	5074
231	1528	5059
232	1532	5044
233	1536	5029
234	1541	5017
235	1545	5002
236	1549	4987
237	1552	4971
238	1557	4960
239	1561	4945
240	1565	4930
241	1569	4916
242	1574	4905
243	1578	4890
244	1582	4876
245	1586	4862
246	1591	4851
247	1595	4836
248	1599	4823
249	1603	4809
250	1609	4803
251	1613	4790
252	1617	4776
253	1622	4765
254	1626	4751
255	1630	4737
256	1634	4724
257	1638	4713
258	1643	4700
259	1646	4687
260	1651	4675
261	1655	4662
262	1659	4650
263	1663	4637
264	1667	4626
265	1671	4613
266	1675	4600
267	1679	4587
268	1684	4576
269	1688	4564
270	1692	4552
271	1696	4539
272	1700	4528
273	1704	4517
274	1708	4505
275	1712	4492
276	1717	4482
277	1721	4470
278	1725	4458
279	1729	4446
280	1734	4437
281	1738	4425
282	1742	4414
283	1746	4402
284	1751	4394
285	1755	4382
286	1759	4370
287	1762	4358
288	1768	4351
289	1772	4339
290	1776	4328
291	1781	4318
292	1785	4307
293	1788	4295
294	1792	4284
295	1797	4274
296	1801	4263
297	1805	4252
298	1809	4241
299	1813	4231
300	1817	4220
301	1821	4209
302	1825	4198
303	1829	4188
304	1833	4177
305	1837	4166
306	1840	4155
307	1845	4145
308	1849	4135
309	1853	4124
310	1857	4114
311	1861	4104
312	1864	4093
313	1868	4082
314	1872	4072
315	1876	4062
316	1880	4051
317	1884	4041
318	1888	4031
319	1892	4020
320	1895	4010
321	1899	4000
322	1904	3990
323	1908	3981
324	1912	3971
325	1916	3961
326	1920	3951
327	1924	3941
328	1927	3932
329	1931	3922
330	1936	3913
331	1940	3904
332	1944	3894
333	1948	3884
334	1952	3875
335	1955	3865
336	1959	3855
337	1963	3845
338	1967	3836
339	1971	3826
340	1975	3817
341	1979	3808
342	1983	3799
343	1987	3789
344	1991	3780
345	1997	3775
346	2001	3767
347	2005	3758
348	2009	3749
349	2013	3739
350	2017	3730
351	2021	3722
352	2025	3713
353	2029	3704
354	2033	3694
355	2037	3685
356	2041	3676
357	2045	3667
358	2049	3659
359	2053	3650
360	2057	3641
361	2061	3632
362	2065	3623
363	2069	3615
364	2073	3608
365	2078	3601
366	2082	3592
367	2086	3583
368	2090	3575
369	2094	3566
370	2098	3557
371	2102	3549
372	2106	3540
373	2110	3532
374	2114	3523
375	2118	3515
376	2122	3507
377	2126	3498
378	2130	3490
379	2134	3482
380	2138	3474
381	2142	3466
382	2147	3459
383	2152	3452
384	2155	3443
385	2159	3435
386	2163	3427
387	2168	3419
388	2172	3411
389	2176	3404
390	2180	3396
391	2184	3388
392	2188	3380
393	2192	3372
394	2196	3363
395	2200	3355
396	2203	3347
397	2207	3339
398	2211	3331
399	2215	3323
400	2219	3315
401	2223	3307
402	2227	3299
403	2231	3292
404	2236	3285
405	2240	3277
406	2244	3269
407	2248	3262
408	2252	3254
409	2256	3246
410	2260	3239
411	2264	3231
412	2268	3223
413	2272	3216
414	2275	3208
415	2280	3200
416	2283	3193
417	2287	3185
418	2291	3177
419	2295	3169
420	2299	3162
421	2303	3154
422	2306	3146
423	2310	3139
424	2314	3131
425	2318	3124
426	2322	3116
427	2326	3109
428	2330	3102
429	2334	3094
430	2338	3087
431	2342	3080
432	2346	3072
433	2350	3065
434	2354	3057
435	2357	3050
436	2361	3042
437	2365	3035
438	2369	3028
439	2373	3020
440	2377	3013
441	2381	3006
442	2388	3002
443	2392	2995
444	2396	2988
445	2400	2981
446	2404	2974
447	2408	2967
448	2412	2960
449	2416	2953
450	2420	2946
451	2424	2938
452	2427	2931
453	2431	2924
454	2435	2917
455	2439	2910
456	2443	2903
457	2447	2896
458	2451	2889
459	2455	2882
460	2459	2875
461	2463	2868
462	2467	2861
463	2471	2854
464	2475	2848
465	2479	2841
466	2483	2834
467	2487	2827
468	2491	2821
469	2495	2814
470	2499	2807
471	2503	2800
472	2507	2793
473	2511	2786
474	2514	2779
475	2518	2772
476	2523	2766
477	2527	2759
478	2531	2753
479	2535	2746
480	2539	2739
481	2543	2732
482	2546	2726
483	2550	2719
484	2554	2712
485	2558	2706
486	2562	2699
487	2566	2692
488	2570	2686
489	2574	2679
490	2577	2672
491	2581	2665
492	2586	2659
493	2590	2653
494	2594	2646
495	2597	2639
496	2602	2633
497	2605	2626
498	2610	2620
499	2613	2613
500	2617	2607
501	2621	2600
502	2625	2594
503	2629	2587
504	2633	2581
505	2637	2575
506	2641	2568
507	2645	2562
508	2649	2555
509	2653	2549
510	2657	2542
511	2661	2536
512	2665	2530
513	2669	2523
514	2673	2517
515	2677	2511
516	2681	2504
517	2685	2498
518	2688	2491
519	2692	2485
520	2696	2479
521	2700	2472
522	2704	2466
523	2708	2460
524	2712	2453
525	2716	2447
526	2719	2441
527	2723	2434
528	2727	2428
529	2731	2422
530	2735	2416
531	2739	2410
532	2743	2403
533	2747	2397
534	2751	2391
535	2755	2385
536	2759	2379
537	2763	2373
538	2768	2367
539	2774	2363
540	2779	2358
541	2783	2351
542	2786	2345
543	2790	2339
544	2794	2333
545	2798	2326
546	2802	2320
547	2806	2314
548	2810	2308
549	2814	2302
550	2818	2296
551	2822	2290
552	2826	2284
553	2830	2278
554	2834	2272
555	2838	2266
556	2842	2260
557	2846	2254
558	2849	2248
559	2853	2242
560	2858	2236
561	2862	2230
562	2865	2224
563	2869	2218
564	2873	2212
565	2877	2206
566	2881	2200
567	2885	2194
568	2889	2188
569	2893	2182
570	2897	2176
571	2901	2171
572	2905	2165
573	2909	2159
574	2913	2153
575	2917	2147
576	2921	2141
577	2925	2135
578	2929	2129
579	2933	2123
580	2937	2118
581	2940	2112
582	2945	2106
583	2949	2100
584	2953	2094
585	2957	2089
586	2961	2083
587	2964	2077
588	2968	2071
589	2972	2065
590	2976	2059
591	2980	2054
592	2984	2048
593	2988	2042
594	2992	2036
595	2995	2030
596	2999	2025
597	3003	2019
598	3007	2013
599	3011	2007
600	3015	2001
601	3019	1996
602	3023	1990
603	3027	1984
604	3031	1979
605	3035	1973
606	3039	1968
607	3043	1962
608	3047	1956
609	3051	1951
610	3055	1945
611	3059	1939
612	3063	1933
613	3067	1928
614	3071	1922
615	3075	1916
616	3078	1911
617	3082	1905
618	3086	1899
619	3090	1894
620	3094	1888
621	3098	1882
622	3102	1877
623	3105	1871
624	3109	1865
625	3113	1860
626	3117	1854
627	3121	1848
628	3125	1843
629	3129	1837
630	3133	1832
631	3136	1826
632	3141	1821
633	3144	1815
634	3149	1810
635	3152	1804
636	3159	1800
637	3163	1794
638	3167	1789
639	3171	1783
640	3175	1778
641	3179	1772
642	3182	1767
643	3186	1761
644	3190	1756
645	3194	1750
646	3198	1745
647	3202	1739
648	3206	1734
649	3210	1728
650	3214	1723
651	3218	1717
652	3222	1712
653	3226	1706
654	3230	1701
655	3234	1695
656	3237	1690
657	3241	1684
658	3245	1679
659	3249	1674
660	3253	1668
661	3257	1663
662	3262	1658
663	3265	1652
664	3269	1647
665	3273	1641
666	3277	1636
667	3281	1630
668	3285	1625
669	3289	1620
670	3294	1615
671	3298	1609
672	3301	1604
673	3305	1598
674	3309	1593
675	3313	1588
676	3317	1582
677	3321	1577
678	3325	1571
679	3328	1566
680	3332	1561
681	3336	1555
682	3340	1550
683	3344	1545
684	3348	1539
685	3352	1534
686	3356	1529
687	3360	1523
688	3364	1518
689	3368	1513
690	3371	1507
691	3375	1502
692	3379	1497
693	3383	1492
694	3387	1486
695	3391	1481
696	3395	1476
697	3399	1470
698	3403	1465
699	3407	1460
700	3411	1455
701	3415	1449
702	3419	1444
703	3423	1439
704	3427	1434
705	3431	1428
706	3435	1423
707	3438	1418
708	3442	1413
709	3446	1407
710	3450	1402
711	3454	1397
712	3458	1392
713	3462	1386
714	3466	1381
715	3470	1376
716	3474	1371
717	3478	1366
718	3481	1360
719	3486	1355
720	3489	1350
721	3493	1345
722	3497	1340
723	3501	1334
724	3505	1329
725	3509	1324
726	3513	1319
727	3517	1314
728	3521	1309
729	3526	1304
730	3529	1299
731	3534	1293
732	3537	1288
733	3541	1283
734	3545	1278
735	3552	1274
736	3555	1268
737	3559	1263
738	3563	1258
739	3567	1253
740	3571	1248
741	3575	1243
742	3579	1238
743	3583	1233
744	3587	1227
745	3591	1222
746	3595	1217
747	3599	1212
748	3603	1207
749	3607	1202
750	3610	1197
751	3614	1192
752	3618	1186
753	3622	1181
754	3626	1176
755	3630	1171
756	3633	1166
757	3637	1161
758	3641	1156
759	3645	1151
760	3649	1146
761	3653	1141
762	3657	1135
763	3661	1130
764	3665	1125
765	3669	1120
766	3673	1115
767	3677	1110
768	3680	1105
769	3685	1100
770	3689	1095
771	3693	1090
772	3697	1085
773	3701	1080
774	3707	1076
775	3711	1071
776	3715	1066
777	3719	1061
778	3723	1056
779	3727	1051
780	3731	1046
781	3735	1041
782	3739	1036
783	3743	1031
784	3747	1026
785	3751	1021
786	3755	1016
787	3759	1011
788	3762	1006
789	3766	1001
790	3770	996
791	3775	991
792	3779	986
793	3783	981
794	3786	976
795	3791	971
796	3795	966
797	3798	961
798	3802	956
799	3807	951
800	3811	946
801	3814	941
802	3818	936
803	3822	931
804	3826	926
805	3830	922
806	3834	917
807	3838	912
808	3842	907
809	3846	902
810	3850	897
811	3854	892
812	3858	887
813	3861	882
814	3865	877
815	3869	872
816	3873	867
817	3877	862
818	3881	857
819	3885	852
820	3889	848
821	3893	843
822	3897	838
823	3901	833
824	3905	828
825	3909	823
826	3913	818
827	3917	813
828	3921	808
829	3925	803
830	3932	799
831	3936	794
832	3940	790
833	3945	785
834	3950	780
835	3955	776
836	3960	771
837	3966	766
838	3971	762
839	3976	757
840	3982	752
841	3987	748
842	3992	743
843	4004	740
844	4009	735
845	4013	730
846	4018	725
847	4021	720
848	4025	716
849	4029	711
850	4034	706
851	4037	701
852	4041	696
853	4045	691
854	4049	686
855	4053	681
856	4057	676
857	4060	672
858	4065	667
859	4069	662
860	4073	657
861	4077	652
862	4081	647
863	4085	643
864	4089	638
865	4093	633
866	4097	628
867	4101	623
868	4104	618
869	4108	613
870	4112	609
871	4116	604
872	4120	599
873	4125	594
874	4129	589
875	4132	585
876	4136	580
877	4140	575
878	4144	570
879	4148	565
880	4152	560
881	4156	556
882	4160	551
883	4164	546
884	4167	541
885	4171	536
886	4175	532
887	4179	527
888	4183	522
889	4187	517
890	4191	512
891	4195	507
892	4199	503
893	4203	498
894	4206	493
895	4210	488
896	4214	483
897	4218	479
898	4222	474
899	4226	469
900	4230	464
901	4234	460
902	4237	455
903	4241	450
904	4245	445
905	4249	440
906	4253	436
907	4257	431
908	4261	426
909	4265	421
910	4268	417
911	4272	412
912	4276	407
913	4280	402
914	4284	398
915	4288	393
916	4292	388
917	4296	383
918	4300	379
919	4304	374
920	4308	369
921	4311	364
922	4315	360
923	4319	355
924	4326	350
925	4330	346
926	4334	341
927	4338	336
928	4342	331
929	4346	327
930	4350	322
931	4354	317
932	4358	312
933	4362	308
934	4366	303
935	4370	298
936	4374	294
937	4378	289
938	4382	284
939	4386	279
940	4390	275
941	4393	270
942	4397	265
943	4402	261
944	4405	256
945	4409	251
946	4413	247
947	4417	242
948	4421	237
949	4425	232
950	4429	228
951	4433	223
952	4437	218
953	4440	214
954	4444	209
955	4448	204
956	4452	200
957	4457	195
958	4461	190
959	4464	186
960	4468	181
961	4472	176
962	4476	171
963	4480	167
964	4484	162
965	4488	157
966	4492	153
967	4496	148
968	4500	143
969	4503	139
970	4507	134
971	4511	129
972	4515	125
973	4519	120
974	4523	115
975	4527	111
976	4531	106
977	4535	102
978	4539	97
979	4543	92
980	4547	88
981	4551	83
982	4555	78
983	4559	74
984	4563	69
985	4566	64
986	4570	60
987	4574	55
988	4578	50
989	4582	46
990	4586	41
991	4590	37
992	4594	32
993	4598	27
994	4602	23
995	4606	18
996	4610	13
997	4614	9
998	4618	4
999	4622	0
